Start,End
2020-09-01 02:51:29.902871,2020-09-01 02:52:29.902871
2020-09-01 02:52:29.902871,2020-09-01 02:53:29.902871
2020-09-01 02:53:29.902871,2020-09-01 02:54:29.902871
2020-09-01 02:54:29.902871,2020-09-01 02:55:29.902871
2020-09-01 02:55:29.902871,2020-09-01 02:56:29.902871
2020-09-01 02:56:29.902871,2020-09-01 02:57:29.902871
2020-09-01 02:57:29.902871,2020-09-01 02:58:29.902871
2020-09-01 02:58:29.902871,2020-09-01 02:59:29.902871
2020-09-01 02:59:29.902871,2020-09-01 03:00:29.902871
2020-09-01 03:00:29.902871,2020-09-01 03:01:29.902871
2020-09-01 03:01:29.902871,2020-09-01 03:02:29.902871
2020-09-01 03:02:29.902871,2020-09-01 03:03:29.902871
2020-09-01 03:03:29.902871,2020-09-01 03:04:29.902871
2020-09-01 03:04:29.902871,2020-09-01 03:05:29.902871
2020-09-01 03:05:29.902871,2020-09-01 03:06:29.902871
2020-09-01 03:06:29.902871,2020-09-01 03:07:29.902871
2020-09-01 03:07:29.902871,2020-09-01 03:08:29.902871
2020-09-01 03:08:29.902871,2020-09-01 03:09:29.902871
2020-09-01 03:09:29.902871,2020-09-01 03:10:29.902871
2020-09-01 03:10:29.902871,2020-09-01 03:11:29.902871
2020-09-01 03:11:29.902871,2020-09-01 03:12:29.902871
2020-09-01 03:12:29.902871,2020-09-01 03:13:29.902871
2020-09-01 03:13:29.902871,2020-09-01 03:14:29.902871
2020-09-01 03:14:29.902871,2020-09-01 03:15:29.902871
2020-09-01 03:15:29.902871,2020-09-01 03:16:29.902871
2020-09-01 03:16:29.902871,2020-09-01 03:17:29.902871
2020-09-01 03:17:29.902871,2020-09-01 03:18:29.902871
2020-09-01 03:18:29.902871,2020-09-01 03:19:29.902871
2020-09-01 03:19:29.902871,2020-09-01 03:20:29.902871
2020-09-01 03:20:29.902871,2020-09-01 03:21:29.902871
2020-09-01 03:21:29.902871,2020-09-01 03:22:29.902871
2020-09-01 03:22:29.902871,2020-09-01 03:23:29.902871
2020-09-01 03:23:29.902871,2020-09-01 03:24:29.902871
2020-09-01 03:24:29.902871,2020-09-01 03:25:29.902871
2020-09-01 03:25:29.902871,2020-09-01 03:26:29.902871
2020-09-01 03:26:29.902871,2020-09-01 03:27:29.902871
2020-09-01 03:27:29.902871,2020-09-01 03:28:29.902871
2020-09-01 03:28:29.902871,2020-09-01 03:29:29.902871
2020-09-01 03:29:29.902871,2020-09-01 03:30:29.902871
2020-09-01 03:30:29.902871,2020-09-01 03:31:29.902871
2020-09-01 03:31:29.902871,2020-09-01 03:32:29.902871
2020-09-01 03:32:29.902871,2020-09-01 03:33:29.902871
2020-09-01 03:33:29.902871,2020-09-01 03:34:29.902871
2020-09-01 03:34:29.902871,2020-09-01 03:35:29.902871
2020-09-01 03:35:29.902871,2020-09-01 03:36:29.902871
2020-09-01 03:36:29.902871,2020-09-01 03:37:29.902871
2020-09-01 03:37:29.902871,2020-09-01 03:38:29.902871
2020-09-01 03:38:29.902871,2020-09-01 03:39:29.902871
2020-09-01 03:39:29.902871,2020-09-01 03:40:29.902871
2020-09-01 03:40:29.902871,2020-09-01 03:41:29.902871
2020-09-01 03:41:29.902871,2020-09-01 03:42:29.902871
2020-09-01 03:42:29.902871,2020-09-01 03:43:29.902871
2020-09-01 03:43:29.902871,2020-09-01 03:44:29.902871
2020-09-01 03:44:29.902871,2020-09-01 03:45:29.902871
2020-09-01 03:45:29.902871,2020-09-01 03:46:29.902871
2020-09-01 03:46:29.902871,2020-09-01 03:47:29.902871
2020-09-01 03:47:29.902871,2020-09-01 03:48:29.902871
2020-09-01 03:48:29.902871,2020-09-01 03:49:29.902871
2020-09-01 03:49:29.902871,2020-09-01 03:50:29.902871
2020-09-01 03:50:29.902871,2020-09-01 03:51:29.902871
2020-09-01 03:51:29.902871,2020-09-01 03:52:29.902871
2020-09-01 03:52:29.902871,2020-09-01 03:53:29.902871
2020-09-01 03:53:29.902871,2020-09-01 03:54:29.902871
2020-09-01 03:54:29.902871,2020-09-01 03:55:29.902871
2020-09-01 03:55:29.902871,2020-09-01 03:56:29.902871
2020-09-01 03:56:29.902871,2020-09-01 03:57:29.902871
2020-09-01 03:57:29.902871,2020-09-01 03:58:29.902871
2020-09-01 03:58:29.902871,2020-09-01 03:59:29.902871
2020-09-01 03:59:29.902871,2020-09-01 04:00:29.902871
2020-09-01 04:00:29.902871,2020-09-01 04:01:29.902871
2020-09-01 04:01:29.902871,2020-09-01 04:02:29.902871
2020-09-01 04:02:29.902871,2020-09-01 04:03:29.902871
2020-09-01 04:03:29.902871,2020-09-01 04:04:29.902871
2020-09-01 04:04:29.902871,2020-09-01 04:05:29.902871
2020-09-01 04:05:29.902871,2020-09-01 04:06:29.902871
2020-09-01 04:06:29.902871,2020-09-01 04:07:29.902871
2020-09-01 04:07:29.902871,2020-09-01 04:08:29.902871
2020-09-01 04:08:29.902871,2020-09-01 04:09:29.902871
2020-09-01 04:11:40.722188,2020-09-01 04:12:40.722188
2020-09-01 04:12:40.722188,2020-09-01 04:13:40.722188
2020-09-01 04:13:40.722188,2020-09-01 04:14:40.722188
2020-09-01 04:14:40.722188,2020-09-01 04:15:40.722188
2020-09-01 04:15:40.722188,2020-09-01 04:16:40.722188
2020-09-01 04:16:40.722188,2020-09-01 04:17:40.722188
2020-09-01 04:17:40.722188,2020-09-01 04:18:40.722188
2020-09-01 04:18:40.722188,2020-09-01 04:19:40.722188
2020-09-01 04:19:40.722188,2020-09-01 04:20:40.722188
2020-09-01 04:22:58.782604,2020-09-01 04:23:58.782604
2020-09-01 04:23:58.782604,2020-09-01 04:24:58.782604
2020-09-01 04:24:58.782604,2020-09-01 04:25:58.782604
2020-09-01 04:25:58.782604,2020-09-01 04:26:58.782604
2020-09-01 04:26:58.782604,2020-09-01 04:27:58.782604
2020-09-01 04:27:58.782604,2020-09-01 04:28:58.782604
2020-09-01 04:28:58.782604,2020-09-01 04:29:58.782604
2020-09-01 04:32:16.359774,2020-09-01 04:33:16.359774
2020-09-01 04:33:16.359774,2020-09-01 04:34:16.359774
2020-09-01 04:34:16.359774,2020-09-01 04:35:16.359774
2020-09-01 04:35:16.359774,2020-09-01 04:36:16.359774
2020-09-01 04:38:48.685915,2020-09-01 04:39:48.685915
2020-09-01 04:39:48.685915,2020-09-01 04:40:48.685915
2020-09-01 04:40:48.685915,2020-09-01 04:41:48.685915
2020-09-01 04:41:48.685915,2020-09-01 04:42:48.685915
2020-09-01 04:42:48.685915,2020-09-01 04:43:48.685915
2020-09-01 04:46:20.888203,2020-09-01 04:47:20.888203
2020-09-01 04:47:20.888203,2020-09-01 04:48:20.888203
2020-09-01 04:48:20.888203,2020-09-01 04:49:20.888203
2020-09-01 04:49:20.888203,2020-09-01 04:50:20.888203
2020-09-01 04:50:20.888203,2020-09-01 04:51:20.888203
2020-09-01 04:51:20.888203,2020-09-01 04:52:20.888203
2020-09-01 04:52:20.888203,2020-09-01 04:53:20.888203
2020-09-01 04:53:20.888203,2020-09-01 04:54:20.888203
2020-09-01 04:54:20.888203,2020-09-01 04:55:20.888203
2020-09-01 04:55:20.888203,2020-09-01 04:56:20.888203
2020-09-01 04:56:20.888203,2020-09-01 04:57:20.888203
2020-09-01 04:57:20.888203,2020-09-01 04:58:20.888203
2020-09-01 04:58:20.888203,2020-09-01 04:59:20.888203
2020-09-01 04:59:20.888203,2020-09-01 05:00:20.888203
2020-09-01 05:02:42.221805,2020-09-01 05:03:42.221805
2020-09-01 05:03:42.221805,2020-09-01 05:04:42.221805
2020-09-01 05:04:42.221805,2020-09-01 05:05:42.221805
2020-09-01 05:05:42.221805,2020-09-01 05:06:42.221805
2020-09-01 05:06:42.221805,2020-09-01 05:07:42.221805
2020-09-01 05:07:42.221805,2020-09-01 05:08:42.221805
2020-09-01 05:11:27.460612,2020-09-01 05:12:27.460612
2020-09-01 05:12:27.460612,2020-09-01 05:13:27.460612
2020-09-01 05:13:27.460612,2020-09-01 05:14:27.460612
2020-09-01 05:16:58.342224,2020-09-01 05:17:58.342224
2020-09-01 05:17:58.342224,2020-09-01 05:18:58.342224
2020-09-01 05:21:53.043949,2020-09-01 05:22:53.043949
2020-09-01 05:22:53.043949,2020-09-01 05:23:53.043949
2020-09-01 05:23:53.043949,2020-09-01 05:24:53.043949
2020-09-01 05:24:53.043949,2020-09-01 05:25:53.043949
2020-09-01 05:28:33.404456,2020-09-01 05:29:33.404456
2020-09-01 05:31:54.647392,2020-09-01 05:32:54.647392
2020-09-01 05:32:54.647392,2020-09-01 05:33:54.647392
2020-09-01 05:33:54.647392,2020-09-01 05:34:54.647392
2020-09-01 05:34:54.647392,2020-09-01 05:35:54.647392
2020-09-01 05:44:21.302639,2020-09-01 05:45:21.302639
2020-09-01 05:45:21.302639,2020-09-01 05:46:21.302639
2020-09-01 05:46:21.302639,2020-09-01 05:47:21.302639
2020-09-01 05:47:21.302639,2020-09-01 05:48:21.302639
2020-09-01 05:48:21.302639,2020-09-01 05:49:21.302639
2020-09-01 05:49:21.302639,2020-09-01 05:50:21.302639
2020-09-01 05:50:21.302639,2020-09-01 05:51:21.302639
2020-09-01 05:51:21.302639,2020-09-01 05:52:21.302639
2020-09-01 05:52:21.302639,2020-09-01 05:53:21.302639
2020-09-01 05:53:21.302639,2020-09-01 05:54:21.302639
2020-09-01 05:54:21.302639,2020-09-01 05:55:21.302639
2020-09-01 05:55:21.302639,2020-09-01 05:56:21.302639
2020-09-01 05:56:21.302639,2020-09-01 05:57:21.302639
2020-09-01 05:57:21.302639,2020-09-01 05:58:21.302639
2020-09-01 05:58:21.302639,2020-09-01 05:59:21.302639
2020-09-01 05:59:21.302639,2020-09-01 06:00:21.302639
2020-09-01 06:00:21.302639,2020-09-01 06:01:21.302639
2020-09-01 06:01:21.302639,2020-09-01 06:02:21.302639
2020-09-01 06:02:21.302639,2020-09-01 06:03:21.302639
2020-09-01 06:03:21.302639,2020-09-01 06:04:21.302639
2020-09-01 06:04:21.302639,2020-09-01 06:05:21.302639
2020-09-01 06:05:21.302639,2020-09-01 06:06:21.302639
2020-09-01 06:06:21.302639,2020-09-01 06:07:21.302639
2020-09-01 06:07:21.302639,2020-09-01 06:08:21.302639
2020-09-01 06:08:21.302639,2020-09-01 06:09:21.302639
2020-09-01 06:09:21.302639,2020-09-01 06:10:21.302639
2020-09-01 06:10:21.302639,2020-09-01 06:11:21.302639
2020-09-01 06:11:21.302639,2020-09-01 06:12:21.302639
2020-09-01 06:12:21.302639,2020-09-01 06:13:21.302639
2020-09-01 06:13:21.302639,2020-09-01 06:14:21.302639
2020-09-01 06:14:21.302639,2020-09-01 06:15:21.302639
2020-09-01 06:15:21.302639,2020-09-01 06:16:21.302639
2020-09-01 06:16:21.302639,2020-09-01 06:17:21.302639
2020-09-01 06:17:21.302639,2020-09-01 06:18:21.302639
2020-09-01 06:18:21.302639,2020-09-01 06:19:21.302639
2020-09-01 06:19:21.302639,2020-09-01 06:20:21.302639
2020-09-01 06:23:06.658020,2020-09-01 06:24:06.658020
2020-09-01 06:24:06.658020,2020-09-01 06:25:06.658020
2020-09-01 06:27:23.482522,2020-09-01 06:28:23.482522
2020-09-01 06:30:35.517857,2020-09-01 06:31:35.517857
2020-09-01 06:31:35.517857,2020-09-01 06:32:35.517857
2020-09-01 06:32:35.517857,2020-09-01 06:33:35.517857
2020-09-01 06:33:35.517857,2020-09-01 06:34:35.517857
2020-09-01 06:34:35.517857,2020-09-01 06:35:35.517857
2020-09-01 06:35:35.517857,2020-09-01 06:36:35.517857
2020-09-01 06:36:35.517857,2020-09-01 06:37:35.517857
2020-09-01 06:37:35.517857,2020-09-01 06:38:35.517857
2020-09-01 06:38:35.517857,2020-09-01 06:39:35.517857
2020-09-01 06:39:35.517857,2020-09-01 06:40:35.517857
2020-09-01 06:40:35.517857,2020-09-01 06:41:35.517857
2020-09-01 06:41:35.517857,2020-09-01 06:42:35.517857
2020-09-01 06:42:35.517857,2020-09-01 06:43:35.517857
2020-09-01 06:43:35.517857,2020-09-01 06:44:35.517857
2020-09-01 06:44:35.517857,2020-09-01 06:45:35.517857
2020-09-01 06:45:35.517857,2020-09-01 06:46:35.517857
2020-09-01 06:46:35.517857,2020-09-01 06:47:35.517857
2020-09-01 06:47:35.517857,2020-09-01 06:48:35.517857
2020-09-01 06:48:35.517857,2020-09-01 06:49:35.517857
2020-09-01 06:49:35.517857,2020-09-01 06:50:35.517857
2020-09-01 06:50:35.517857,2020-09-01 06:51:35.517857
2020-09-01 06:51:35.517857,2020-09-01 06:52:35.517857
2020-09-01 06:52:35.517857,2020-09-01 06:53:35.517857
2020-09-01 06:53:35.517857,2020-09-01 06:54:35.517857
2020-09-01 06:54:35.517857,2020-09-01 06:55:35.517857
2020-09-01 06:58:22.858714,2020-09-01 06:59:22.858714
2020-09-01 06:59:22.858714,2020-09-01 07:00:22.858714
2020-09-01 07:00:22.858714,2020-09-01 07:01:22.858714
2020-09-01 07:03:39.317111,2020-09-01 07:04:39.317111
2020-09-01 07:04:39.317111,2020-09-01 07:05:39.317111
2020-09-01 07:05:39.317111,2020-09-01 07:06:39.317111
2020-09-01 07:06:39.317111,2020-09-01 07:07:39.317111
2020-09-01 07:07:39.317111,2020-09-01 07:08:39.317111
2020-09-01 07:08:39.317111,2020-09-01 07:09:39.317111
2020-09-01 07:09:39.317111,2020-09-01 07:10:39.317111
2020-09-01 07:10:39.317111,2020-09-01 07:11:39.317111
2020-09-01 07:11:39.317111,2020-09-01 07:12:39.317111
2020-09-01 07:12:39.317111,2020-09-01 07:13:39.317111
2020-09-01 07:13:39.317111,2020-09-01 07:14:39.317111
2020-09-01 07:14:39.317111,2020-09-01 07:15:39.317111
2020-09-01 07:15:39.317111,2020-09-01 07:16:39.317111
2020-09-01 07:16:39.317111,2020-09-01 07:17:39.317111
2020-09-01 07:17:39.317111,2020-09-01 07:18:39.317111
2020-09-01 07:18:39.317111,2020-09-01 07:19:39.317111
2020-09-01 07:22:33.027621,2020-09-01 07:23:33.027621
2020-09-01 07:23:33.027621,2020-09-01 07:24:33.027621
2020-09-01 07:24:33.027621,2020-09-01 07:25:33.027621
2020-09-01 07:25:33.027621,2020-09-01 07:26:33.027621
2020-09-01 07:26:33.027621,2020-09-01 07:27:33.027621
2020-09-01 07:29:55.482366,2020-09-01 07:30:55.482366
2020-09-01 07:33:35.500125,2020-09-01 07:34:35.500125
2020-09-01 07:34:35.500125,2020-09-01 07:35:35.500125
2020-09-01 07:35:35.500125,2020-09-01 07:36:35.500125
2020-09-01 07:36:35.500125,2020-09-01 07:37:35.500125
2020-09-01 07:37:35.500125,2020-09-01 07:38:35.500125
2020-09-01 07:38:35.500125,2020-09-01 07:39:35.500125
2020-09-01 07:39:35.500125,2020-09-01 07:40:35.500125
2020-09-01 07:40:35.500125,2020-09-01 07:41:35.500125
2020-09-01 07:41:35.500125,2020-09-01 07:42:35.500125
2020-09-01 07:42:35.500125,2020-09-01 07:43:35.500125
2020-09-01 07:43:35.500125,2020-09-01 07:44:35.500125
2020-09-01 07:44:35.500125,2020-09-01 07:45:35.500125
2020-09-01 07:45:35.500125,2020-09-01 07:46:35.500125
2020-09-01 07:46:35.500125,2020-09-01 07:47:35.500125
2020-09-01 07:47:35.500125,2020-09-01 07:48:35.500125
2020-09-01 07:50:40.993835,2020-09-01 07:51:40.993835
2020-09-01 07:51:40.993835,2020-09-01 07:52:40.993835
2020-09-01 07:52:40.993835,2020-09-01 07:53:40.993835
2020-09-01 07:55:46.689318,2020-09-01 07:56:46.689318
2020-09-01 07:59:19.919349,2020-09-01 08:00:19.919349
2020-09-01 08:00:19.919349,2020-09-01 08:01:19.919349
2020-09-01 08:04:05.108211,2020-09-01 08:05:05.108211
2020-09-01 08:05:05.108211,2020-09-01 08:06:05.108211
2020-09-01 08:08:10.035398,2020-09-01 08:09:10.035398
2020-09-01 08:09:10.035398,2020-09-01 08:10:10.035398
2020-09-01 08:10:10.035398,2020-09-01 08:11:10.035398
2020-09-01 08:11:10.035398,2020-09-01 08:12:10.035398
2020-09-01 08:12:10.035398,2020-09-01 08:13:10.035398
2020-09-01 08:13:10.035398,2020-09-01 08:14:10.035398
2020-09-01 08:14:10.035398,2020-09-01 08:15:10.035398
2020-09-01 08:15:10.035398,2020-09-01 08:16:10.035398
2020-09-01 08:16:10.035398,2020-09-01 08:17:10.035398
2020-09-01 08:17:10.035398,2020-09-01 08:18:10.035398
2020-09-01 08:18:10.035398,2020-09-01 08:19:10.035398
2020-09-01 08:19:10.035398,2020-09-01 08:20:10.035398
2020-09-01 08:20:10.035398,2020-09-01 08:21:10.035398
2020-09-01 08:21:10.035398,2020-09-01 08:22:10.035398
2020-09-01 08:22:10.035398,2020-09-01 08:23:10.035398
2020-09-01 08:23:10.035398,2020-09-01 08:24:10.035398
2020-09-01 08:24:10.035398,2020-09-01 08:25:10.035398
2020-09-01 08:27:16.669064,2020-09-01 08:28:16.669064
2020-09-01 08:30:34.370521,2020-09-01 08:31:34.370521
2020-09-01 08:31:34.370521,2020-09-01 08:32:34.370521
2020-09-01 08:32:34.370521,2020-09-01 08:33:34.370521
